Table Name,Player Name,Player Gender,Player Years Old,Play Start Date Exact,Play End Date Exact,Total Minutes Played This Session,Play Start Date Hour,Play End Date Hour,Table Currency,Player Card Level,Session Cash Buy In Dollars,Session Chips Buy In Dollars,Session Cash Out Amount Dollars,Session Player Lost Dollars,Session Player Average Bet,Number of Bets Per Hour,Hold Percentage
AR-1,Player 11484,Male,51,1/31/2019 1:00:00 AM,1/31/2019 1:01:00 AM,1,2019-01-31 01:00:00,2019-01-31 01:00:00,$,Card Type 105,0,970,970,0,0,50,0.05260
BJ-3,Player 11484,Male,51,1/25/2019 12:01:00 AM,1/25/2019 12:22:00 AM,21,2019-01-25 00:00:00,2019-01-25 00:00:00,$,Card Type 105,100,0,267,-167,25,50,0.02500
BJ-3,Player 11484,Male,51,1/9/2019 11:22:00 PM,1/10/2019 12:30:00 AM,68,2019-01-09 23:00:00,2019-01-10 00:00:00,$,Card Type 105,100,100,0,200,25,50,0.02500
BJ-3,Player 11484,Male,51,3/1/2019 4:35:00 PM,3/1/2019 5:54:00 PM,79,2019-03-01 16:00:00,2019-03-01 17:00:00,$,Card Type 105,160,0,250,-90,10,50,0.02500
BJ-3,Player 11484,Male,51,2/28/2019 12:56:00 AM,2/28/2019 2:44:00 AM,108,2019-02-28 00:00:00,2019-02-28 02:00:00,$,Card Type 105,100,0,455,-355,20,50,0.02500
BJ-2,Player 11484,Male,51,2/25/2019 1:20:00 AM,2/25/2019 1:44:00 AM,24,2019-02-25 01:00:00,2019-02-25 01:00:00,$,Card Type 105,100,0,215,-115,10,50,0.02500
BJ-3,Player 11484,Male,51,2/20/2019 1:11:00 AM,2/20/2019 1:27:00 AM,16,2019-02-20 01:00:00,2019-02-20 01:00:00,$,Card Type 105,200,0,0,200,20,50,0.02500
BJ-3,Player 11484,Male,51,2/17/2019 3:24:00 PM,2/17/2019 6:00:00 PM,156,2019-02-17 15:00:00,2019-02-17 18:00:00,$,Card Type 105,80,0,165,-85,20,50,0.02500
CSP-1,Player 11484,Male,51,3/6/2019 5:27:00 PM,3/6/2019 7:27:00 PM,120,2019-03-06 17:00:00,2019-03-06 19:00:00,$,Card Type 105,100,0,95,5,20,15,0.01500
BJ-3,Player 11484,Male,51,3/6/2019 7:30:00 PM,3/6/2019 8:47:00 PM,77,2019-03-06 19:00:00,2019-03-06 20:00:00,$,Card Type 105,100,95,200,-5,30,50,0.02500
BJ-2,Player 11484,Male,51,3/7/2019 10:37:00 PM,3/7/2019 11:00:00 PM,23,2019-03-07 22:00:00,2019-03-07 23:00:00,$,Card Type 105,100,30,70,60,30,50,0.02500
BJ-3,Player 11484,Male,51,3/5/2019 12:45:00 AM,3/5/2019 1:29:00 AM,44,2019-03-05 00:00:00,2019-03-05 01:00:00,$,Card Type 105,135,0,67,68,20,50,0.02500
BJ-2,Player 11484,Male,51,3/5/2019 11:31:00 PM,3/5/2019 11:45:00 PM,14,2019-03-05 23:00:00,2019-03-05 23:00:00,$,Card Type 105,100,0,65,35,10,50,0.02500
BJ-3,Player 11484,Male,51,3/5/2019 10:27:00 PM,3/5/2019 11:25:00 PM,58,2019-03-05 22:00:00,2019-03-05 23:00:00,$,Card Type 105,200,0,400,-200,20,50,0.02500
BJ-3,Player 11484,Male,51,3/5/2019 11:45:00 PM,3/6/2019 12:09:00 AM,24,2019-03-05 23:00:00,2019-03-06 00:00:00,$,Card Type 105,0,65,200,-135,10,50,0.02500
BJ-3,Player 11484,Male,51,3/2/2019 11:27:00 PM,3/3/2019 1:20:00 AM,113,2019-03-02 23:00:00,2019-03-03 01:00:00,$,Card Type 105,200,0,280,-80,20,50,0.02500
BJ-3,Player 11484,Male,51,3/2/2019 1:05:00 AM,3/2/2019 5:00:00 AM,235,2019-03-02 01:00:00,2019-03-02 05:00:00,$,Card Type 105,200,0,0,200,10,50,0.02500
CSP-1,Player 11484,Male,51,3/12/2019 9:50:00 PM,3/12/2019 10:10:00 PM,20,2019-03-12 21:00:00,2019-03-12 22:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
BJ-3,Player 11484,Male,51,3/14/2019 11:50:00 PM,3/15/2019 1:38:00 AM,108,2019-03-14 23:00:00,2019-03-15 01:00:00,$,Card Type 105,180,0,200,-20,50,50,0.02500
BJ-3,Player 11484,Male,51,3/14/2019 4:12:00 PM,3/14/2019 4:21:00 PM,9,2019-03-14 16:00:00,2019-03-14 16:00:00,$,Card Type 105,100,0,200,-100,10,50,0.02500
BJ-3,Player 11484,Male,51,3/10/2019 12:51:00 AM,3/10/2019 1:10:00 AM,19,2019-03-10 00:00:00,2019-03-10 01:00:00,$,Card Type 105,90,0,0,90,10,50,0.02500
CSP-1,Player 11484,Male,51,3/10/2019 2:11:00 AM,3/10/2019 3:05:00 AM,54,2019-03-10 02:00:00,2019-03-10 03:00:00,$,Card Type 105,100,0,30,70,20,15,0.01500
BJ-3,Player 11484,Male,51,3/7/2019 9:40:00 PM,3/7/2019 10:37:00 PM,57,2019-03-07 21:00:00,2019-03-07 22:00:00,$,Card Type 105,100,0,30,70,10,50,0.02500
CSP-1,Player 11484,Male,51,3/7/2019 11:03:00 PM,3/7/2019 11:12:00 PM,9,2019-03-07 23:00:00,2019-03-07 23:00:00,$,Card Type 105,0,70,20,50,10,15,0.01500
BJ-2,Player 11484,Male,51,3/8/2019 10:49:00 PM,3/8/2019 11:59:00 PM,70,2019-03-08 22:00:00,2019-03-08 23:00:00,$,Card Type 105,200,0,300,-100,10,50,0.02500
BJ-3,Player 11484,Male,51,4/4/2019 2:14:00 AM,4/4/2019 2:45:00 AM,31,2019-04-04 02:00:00,2019-04-04 02:00:00,$,Card Type 105,0,100,20,80,10,50,0.02500
BJ-3,Player 11484,Male,51,4/4/2019 12:24:00 AM,4/4/2019 1:56:00 AM,92,2019-04-04 00:00:00,2019-04-04 01:00:00,$,Card Type 105,100,0,200,-100,20,50,0.02500
BJ-3,Player 11484,Male,51,3/31/2019 1:51:00 AM,3/31/2019 3:00:00 AM,69,2019-03-31 01:00:00,2019-03-31 03:00:00,$,Card Type 105,200,0,0,200,20,50,0.02500
BJ-2,Player 11484,Male,51,3/31/2019 8:42:00 PM,3/31/2019 9:52:00 PM,70,2019-03-31 20:00:00,2019-03-31 21:00:00,$,Card Type 105,360,0,0,360,20,50,0.02500
BJ-3,Player 11484,Male,51,3/28/2019 8:32:00 PM,3/28/2019 10:02:00 PM,90,2019-03-28 20:00:00,2019-03-28 22:00:00,$,Card Type 105,100,0,90,10,20,50,0.02500
BJ-3,Player 11484,Male,51,3/30/2019 4:37:00 AM,3/30/2019 5:35:00 AM,58,2019-03-30 04:00:00,2019-03-30 05:00:00,$,Card Type 105,260,0,200,60,20,50,0.02500
BJ-2,Player 11484,Male,51,3/28/2019 12:34:00 AM,3/28/2019 2:00:00 AM,86,2019-03-28 00:00:00,2019-03-28 02:00:00,$,Card Type 105,100,0,0,100,20,50,0.02500
AR-1,Player 11484,Male,51,3/28/2019 2:22:00 AM,3/28/2019 2:23:00 AM,1,2019-03-28 02:00:00,2019-03-28 02:00:00,$,Card Type 105,0,800,800,0,0,50,0.05260
BJ-3,Player 11484,Male,51,4/8/2019 1:12:00 AM,4/8/2019 2:17:00 AM,65,2019-04-08 01:00:00,2019-04-08 02:00:00,$,Card Type 105,80,250,200,130,30,50,0.02500
BJ-3,Player 11484,Male,51,4/12/2019 4:17:00 PM,4/12/2019 5:20:00 PM,63,2019-04-12 16:00:00,2019-04-12 17:00:00,$,Card Type 105,100,0,0,100,30,50,0.02500
AR-1,Player 11484,Male,51,4/6/2019 2:29:00 AM,4/6/2019 2:30:00 AM,1,2019-04-06 02:00:00,2019-04-06 02:00:00,$,Card Type 105,0,805,805,0,0,50,0.05260
BJ-3,Player 11484,Male,51,3/19/2019 12:05:00 AM,3/19/2019 12:20:00 AM,15,2019-03-19 00:00:00,2019-03-19 00:00:00,$,Card Type 105,120,0,50,70,10,50,0.02500
BJ-3,Player 11484,Male,51,3/19/2019 4:46:00 PM,3/19/2019 6:10:00 PM,84,2019-03-19 16:00:00,2019-03-19 18:00:00,$,Card Type 105,100,0,0,100,10,50,0.02500
BJ-3,Player 11484,Male,51,3/20/2019 2:07:00 AM,3/20/2019 2:52:00 AM,45,2019-03-20 02:00:00,2019-03-20 02:00:00,$,Card Type 105,100,0,0,100,10,50,0.02500
AR-1,Player 11484,Male,51,3/20/2019 3:41:00 AM,3/20/2019 3:42:00 AM,1,2019-03-20 03:00:00,2019-03-20 03:00:00,$,Card Type 105,0,1000,1000,0,0,50,0.05260
BJ-3,Player 11484,Male,51,3/18/2019 8:26:00 PM,3/18/2019 9:23:00 PM,57,2019-03-18 20:00:00,2019-03-18 21:00:00,$,Card Type 105,100,0,250,-150,15,50,0.02500
BJ-2,Player 11484,Male,51,3/16/2019 1:10:00 AM,3/16/2019 1:28:00 AM,18,2019-03-16 01:00:00,2019-03-16 01:00:00,$,Card Type 105,110,0,100,10,10,50,0.02500
BJ-3,Player 11484,Male,51,3/16/2019 1:53:00 AM,3/16/2019 4:15:00 AM,142,2019-03-16 01:00:00,2019-03-16 04:00:00,$,Card Type 105,0,100,200,-100,10,50,0.02500
BJ-2,Player 11484,Male,51,3/23/2019 12:49:00 AM,3/23/2019 3:08:00 AM,139,2019-03-23 00:00:00,2019-03-23 03:00:00,$,Card Type 105,100,0,0,100,20,50,0.02500
BJ-3,Player 11484,Male,51,3/23/2019 6:00:00 AM,3/23/2019 6:23:00 AM,23,2019-03-23 06:00:00,2019-03-23 06:00:00,$,Card Type 105,100,0,0,100,20,50,0.02500
AR-1,Player 11484,Male,51,3/22/2019 3:15:00 AM,3/22/2019 3:16:00 AM,1,2019-03-22 03:00:00,2019-03-22 03:00:00,$,Card Type 105,0,800,800,0,0,50,0.05260
BJ-3,Player 11484,Male,51,3/24/2019 9:15:00 PM,3/24/2019 9:56:00 PM,41,2019-03-24 21:00:00,2019-03-24 21:00:00,$,Card Type 105,100,0,200,-100,10,50,0.02500
AR-1,Player 11558,Male,62,4/9/2019 10:30:00 PM,4/9/2019 10:41:00 PM,11,2019-04-09 22:00:00,2019-04-09 22:00:00,$,Card Type 101,600,0,518,82,20,50,0.05260
BJ-3,Player 11558,Male,62,11/22/2019 1:20:00 AM,11/22/2019 1:57:00 AM,37,2019-11-22 01:00:00,2019-11-22 01:00:00,$,Card Type 101,0,100,102,-2,20,50,0.02500
AR-1,Player 11558,Male,62,11/22/2019 12:39:00 AM,11/22/2019 1:39:00 AM,60,2019-11-22 00:00:00,2019-11-22 01:00:00,$,Card Type 101,800,0,306,494,100,50,0.05260
BJ-3,Player 11558,Male,62,11/9/2019 9:20:00 PM,11/9/2019 10:10:00 PM,50,2019-11-09 21:00:00,2019-11-09 22:00:00,$,Card Type 101,100,0,145,-45,20,50,0.02500
AR-1,Player 11558,Male,62,11/27/2019 2:26:00 AM,11/27/2019 2:56:00 AM,30,2019-11-27 02:00:00,2019-11-27 02:00:00,$,Card Type 101,200,0,75,125,50,50,0.05260
AR-1,Player 11558,Male,62,11/7/2019 1:33:00 AM,11/7/2019 1:34:00 AM,1,2019-11-07 01:00:00,2019-11-07 01:00:00,$,Card Type 101,0,35,200,-165,35,50,0.05260
BJ-1,Player 11558,Male,62,11/6/2019 11:20:00 PM,11/7/2019 3:58:00 AM,278,2019-11-06 23:00:00,2019-11-07 03:00:00,$,Card Type 101,120,800,1200,-280,50,50,0.02500
AR-1,Player 11558,Male,62,10/25/2019 1:56:00 AM,10/25/2019 3:36:00 AM,100,2019-10-25 01:00:00,2019-10-25 03:00:00,$,Card Type 101,1500,0,955,545,100,50,0.05260
AR-1,Player 11558,Male,62,10/12/2019 11:43:00 PM,10/13/2019 1:00:00 AM,77,2019-10-12 23:00:00,2019-10-13 01:00:00,$,Card Type 101,1000,150,1550,-400,100,50,0.05260
AR-1,Player 11558,Male,62,10/12/2019 8:55:00 PM,10/12/2019 11:33:00 PM,158,2019-10-12 20:00:00,2019-10-12 23:00:00,$,Card Type 101,1900,0,240,1660,100,50,0.05260
BJ-2,Player 11558,Male,62,10/12/2019 11:31:00 PM,10/12/2019 11:32:00 PM,1,2019-10-12 23:00:00,2019-10-12 23:00:00,$,Card Type 101,0,150,150,0,0,50,0.02500
BJ-1,Player 11558,Male,62,10/13/2019 1:07:00 AM,10/13/2019 1:27:00 AM,20,2019-10-13 01:00:00,2019-10-13 01:00:00,$,Card Type 101,0,533,100,433,50,50,0.02500
CSP-1,Player 11559,Male,57,8/4/2019 3:40:00 PM,8/4/2019 5:30:00 PM,110,2019-08-04 15:00:00,2019-08-04 17:00:00,$,Card Type 1,900,0,165,735,50,15,0.01500
BJ-3,Player 11831,Male,48,10/21/2019 12:38:00 PM,10/21/2019 1:28:00 PM,50,2019-10-21 12:00:00,2019-10-21 13:00:00,$,Card Type 1,320,0,70,250,30,50,0.02500
BJ-3,Player 11831,Male,48,10/23/2019 12:58:00 PM,10/23/2019 1:10:00 PM,12,2019-10-23 12:00:00,2019-10-23 13:00:00,$,Card Type 1,100,0,0,100,20,50,0.02500
BJ-3,Player 11831,Male,48,11/6/2019 2:01:00 PM,11/6/2019 2:10:00 PM,9,2019-11-06 14:00:00,2019-11-06 14:00:00,$,Card Type 1,100,0,50,50,20,50,0.02500
AR-1,Player 11831,Male,48,11/6/2019 1:57:00 PM,11/6/2019 2:04:00 PM,7,2019-11-06 13:00:00,2019-11-06 14:00:00,$,Card Type 1,100,0,200,-100,20,50,0.05260
BJ-3,Player 11831,Male,48,11/3/2019 4:47:00 PM,11/3/2019 5:27:00 PM,40,2019-11-03 16:00:00,2019-11-03 17:00:00,$,Card Type 1,200,0,260,-60,20,50,0.02500
BJ-3,Player 11831,Male,48,12/1/2019 9:20:00 PM,12/1/2019 9:25:00 PM,5,2019-12-01 21:00:00,2019-12-01 21:00:00,$,Card Type 1,100,0,0,100,20,50,0.02500
BJ-3,Player 11831,Male,48,11/8/2019 7:28:00 PM,11/8/2019 7:30:00 PM,2,2019-11-08 19:00:00,2019-11-08 19:00:00,$,Card Type 1,200,0,230,-30,100,50,0.02500
BJ-3,Player 11831,Male,48,11/10/2019 5:27:00 PM,11/10/2019 5:44:00 PM,17,2019-11-10 17:00:00,2019-11-10 17:00:00,$,Card Type 1,200,0,0,200,20,50,0.02500
AR-1,Player 11831,Male,48,11/10/2019 5:44:00 PM,11/10/2019 6:00:00 PM,16,2019-11-10 17:00:00,2019-11-10 18:00:00,$,Card Type 1,100,0,0,100,20,50,0.05260
BJ-3,Player 11831,Male,48,11/22/2019 11:00:00 PM,11/22/2019 11:15:00 PM,15,2019-11-22 23:00:00,2019-11-22 23:00:00,$,Card Type 1,0,60,105,-45,5,50,0.02500
CSP-1,Player 11832,Female,48,11/21/2019 6:30:00 PM,11/21/2019 7:51:00 PM,81,2019-11-21 18:00:00,2019-11-21 19:00:00,$,Card Type 102,150,0,20,130,20,15,0.01500
CSP-1,Player 11832,Female,48,11/23/2019 7:42:00 PM,11/23/2019 10:30:00 PM,168,2019-11-23 19:00:00,2019-11-23 22:00:00,$,Card Type 102,200,0,0,200,10,15,0.01500
CSP-1,Player 11832,Female,48,11/24/2019 4:13:00 PM,11/24/2019 5:40:00 PM,87,2019-11-24 16:00:00,2019-11-24 17:00:00,$,Card Type 102,200,0,0,200,10,15,0.01500
CSP-1,Player 11832,Female,48,11/20/2019 6:37:00 PM,11/20/2019 7:21:00 PM,44,2019-11-20 18:00:00,2019-11-20 19:00:00,$,Card Type 102,100,0,217,-117,10,15,0.01500
CSP-1,Player 11832,Female,48,11/17/2019 1:55:00 PM,11/17/2019 3:00:00 PM,65,2019-11-17 13:00:00,2019-11-17 15:00:00,$,Card Type 102,200,0,0,200,10,15,0.01500
CSP-1,Player 11832,Female,48,11/17/2019 5:17:00 PM,11/17/2019 6:31:00 PM,74,2019-11-17 17:00:00,2019-11-17 18:00:00,$,Card Type 102,200,0,55,145,20,15,0.01500
CSP-2,Player 11832,Female,48,11/16/2019 7:59:00 PM,11/16/2019 10:56:00 PM,177,2019-11-16 19:00:00,2019-11-16 22:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,11/10/2019 4:20:00 PM,11/10/2019 5:28:00 PM,68,2019-11-10 16:00:00,2019-11-10 17:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,11/10/2019 1:50:00 PM,11/10/2019 2:45:00 PM,55,2019-11-10 13:00:00,2019-11-10 14:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,11/9/2019 8:32:00 AM,11/9/2019 9:00:00 AM,28,2019-11-09 08:00:00,2019-11-09 09:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,11/14/2019 6:00:00 PM,11/14/2019 6:40:00 PM,40,2019-11-14 18:00:00,2019-11-14 18:00:00,$,Card Type 102,100,0,122,-22,15,15,0.01500
CSP-1,Player 11832,Female,48,11/13/2019 6:05:00 PM,11/13/2019 6:55:00 PM,50,2019-11-13 18:00:00,2019-11-13 18:00:00,$,Card Type 102,100,0,0,100,10,15,0.01500
CSP-1,Player 11832,Female,48,12/1/2019 1:48:00 PM,12/1/2019 3:57:00 PM,129,2019-12-01 13:00:00,2019-12-01 15:00:00,$,Card Type 102,100,0,614,-514,20,15,0.01500
CSP-1,Player 11832,Female,48,11/30/2019 8:10:00 PM,11/30/2019 9:00:00 PM,50,2019-11-30 20:00:00,2019-11-30 21:00:00,$,Card Type 102,100,0,0,100,10,15,0.01500
CSP-1,Player 11832,Female,48,11/27/2019 7:03:00 PM,11/27/2019 7:18:00 PM,15,2019-11-27 19:00:00,2019-11-27 19:00:00,$,Card Type 102,100,0,115,-15,20,15,0.01500
CSP-1,Player 11832,Female,48,11/27/2019 6:30:00 PM,11/27/2019 6:55:00 PM,25,2019-11-27 18:00:00,2019-11-27 18:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,11/28/2019 6:55:00 PM,11/28/2019 7:27:00 PM,32,2019-11-28 18:00:00,2019-11-28 19:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,12/7/2019 10:46:00 PM,12/7/2019 11:20:00 PM,34,2019-12-07 22:00:00,2019-12-07 23:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,12/7/2019 8:10:00 PM,12/7/2019 9:00:00 PM,50,2019-12-07 20:00:00,2019-12-07 21:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,12/5/2019 8:07:00 PM,12/5/2019 9:39:00 PM,92,2019-12-05 20:00:00,2019-12-05 21:00:00,$,Card Type 102,100,0,55,45,20,15,0.01500
CSP-1,Player 11832,Female,48,12/4/2019 7:58:00 PM,12/4/2019 8:20:00 PM,22,2019-12-04 19:00:00,2019-12-04 20:00:00,$,Card Type 102,110,0,0,110,20,15,0.01500
CSP-1,Player 11832,Female,48,12/8/2019 8:25:00 PM,12/8/2019 8:50:00 PM,25,2019-12-08 20:00:00,2019-12-08 20:00:00,$,Card Type 102,100,0,1110,-1010,10,15,0.01500
CSP-1,Player 11832,Female,48,12/11/2019 6:57:00 PM,12/11/2019 8:36:00 PM,99,2019-12-11 18:00:00,2019-12-11 20:00:00,$,Card Type 102,100,0,5,95,20,15,0.01500
CSP-1,Player 11832,Female,48,12/12/2019 6:56:00 PM,12/12/2019 7:12:00 PM,16,2019-12-12 18:00:00,2019-12-12 19:00:00,$,Card Type 102,100,0,15,85,10,15,0.01500
CSP-1,Player 11832,Female,48,12/21/2019 10:14:00 PM,12/21/2019 10:46:00 PM,32,2019-12-21 22:00:00,2019-12-21 22:00:00,$,Card Type 102,100,0,75,25,10,15,0.01500
CSP-1,Player 11832,Female,48,12/22/2019 3:04:00 PM,12/22/2019 4:30:00 PM,86,2019-12-22 15:00:00,2019-12-22 16:00:00,$,Card Type 102,100,0,393,-293,10,15,0.01500
CSP-1,Player 11832,Female,48,12/20/2019 8:00:00 PM,12/20/2019 8:31:00 PM,31,2019-12-20 20:00:00,2019-12-20 20:00:00,$,Card Type 102,200,0,95,105,20,15,0.01500
CSP-1,Player 11832,Female,48,12/20/2019 9:51:00 PM,12/20/2019 11:25:00 PM,94,2019-12-20 21:00:00,2019-12-20 23:00:00,$,Card Type 102,300,0,0,300,20,15,0.01500
CSP-1,Player 11832,Female,48,12/19/2019 6:20:00 PM,12/19/2019 6:37:00 PM,17,2019-12-19 18:00:00,2019-12-19 18:00:00,$,Card Type 102,100,0,55,45,20,15,0.01500
CSP-1,Player 11832,Female,48,12/19/2019 6:58:00 PM,12/19/2019 7:35:00 PM,37,2019-12-19 18:00:00,2019-12-19 19:00:00,$,Card Type 102,0,55,0,55,20,15,0.01500
CSP-1,Player 11832,Female,48,12/18/2019 6:10:00 PM,12/18/2019 6:32:00 PM,22,2019-12-18 18:00:00,2019-12-18 18:00:00,$,Card Type 102,100,0,10,90,20,15,0.01500
CSP-1,Player 11832,Female,48,12/14/2019 10:15:00 PM,12/14/2019 10:52:00 PM,37,2019-12-14 22:00:00,2019-12-14 22:00:00,$,Card Type 102,100,0,923,-823,20,15,0.01500
CSP-1,Player 11832,Female,48,12/14/2019 8:05:00 PM,12/14/2019 8:37:00 PM,32,2019-12-14 20:00:00,2019-12-14 20:00:00,$,Card Type 102,100,0,0,100,10,15,0.01500
CSP-1,Player 11832,Female,48,12/15/2019 4:18:00 PM,12/15/2019 6:44:00 PM,146,2019-12-15 16:00:00,2019-12-15 18:00:00,$,Card Type 102,100,0,613,-513,10,15,0.01500
CSP-1,Player 11832,Female,48,12/29/2019 8:08:00 PM,12/29/2019 8:53:00 PM,45,2019-12-29 20:00:00,2019-12-29 20:00:00,$,Card Type 102,200,42,50,192,10,15,0.01500
CSP-1,Player 11832,Female,48,12/29/2019 5:33:00 PM,12/29/2019 6:30:00 PM,57,2019-12-29 17:00:00,2019-12-29 18:00:00,$,Card Type 102,300,0,42,258,10,15,0.01500
CSP-1,Player 11832,Female,48,12/27/2019 8:26:00 PM,12/27/2019 9:56:00 PM,90,2019-12-27 20:00:00,2019-12-27 21:00:00,$,Card Type 102,100,10,0,110,20,15,0.01500
CSP-1,Player 11832,Female,48,12/28/2019 6:42:00 PM,12/28/2019 8:40:00 PM,118,2019-12-28 18:00:00,2019-12-28 20:00:00,$,Card Type 102,100,0,1100,-1000,10,15,0.01500
CSP-1,Player 11832,Female,48,12/24/2019 9:01:00 PM,12/24/2019 9:52:00 PM,51,2019-12-24 21:00:00,2019-12-24 21:00:00,$,Card Type 102,100,0,45,55,20,15,0.01500
CSP-1,Player 11832,Female,48,12/26/2019 7:36:00 PM,12/26/2019 9:15:00 PM,99,2019-12-26 19:00:00,2019-12-26 21:00:00,$,Card Type 102,100,0,0,100,10,15,0.01500
CSP-1,Player 11832,Female,48,12/31/2019 8:30:00 PM,12/31/2019 8:52:00 PM,22,2019-12-31 20:00:00,2019-12-31 20:00:00,$,Card Type 102,0,1000,726,274,20,15,0.01500
CSP-1,Player 11832,Female,48,11/3/2019 1:50:00 PM,11/3/2019 4:17:00 PM,147,2019-11-03 13:00:00,2019-11-03 16:00:00,$,Card Type 102,100,0,525,-425,20,15,0.01500
CSP-1,Player 11832,Female,48,11/2/2019 8:04:00 PM,11/2/2019 10:30:00 PM,146,2019-11-02 20:00:00,2019-11-02 22:00:00,$,Card Type 102,100,0,150,-50,20,15,0.01500
CSP-1,Player 11832,Female,48,11/6/2019 6:09:00 PM,11/6/2019 7:52:00 PM,103,2019-11-06 18:00:00,2019-11-06 19:00:00,$,Card Type 102,100,0,170,-70,20,15,0.01500
CSP-1,Player 11832,Female,48,11/7/2019 6:37:00 PM,11/7/2019 7:10:00 PM,33,2019-11-07 18:00:00,2019-11-07 19:00:00,$,Card Type 102,100,0,60,40,20,15,0.01500
CSP-1,Player 11832,Female,48,11/8/2019 7:21:00 PM,11/8/2019 8:00:00 PM,39,2019-11-08 19:00:00,2019-11-08 20:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,10/23/2019 6:30:00 PM,10/23/2019 7:00:00 PM,30,2019-10-23 18:00:00,2019-10-23 19:00:00,$,Card Type 102,100,0,130,-30,20,15,0.01500
CSP-1,Player 11832,Female,48,10/24/2019 6:20:00 PM,10/24/2019 7:23:00 PM,63,2019-10-24 18:00:00,2019-10-24 19:00:00,$,Card Type 102,100,0,375,-275,20,15,0.01500
CSP-1,Player 11832,Female,48,10/26/2019 8:36:00 PM,10/26/2019 9:36:00 PM,60,2019-10-26 20:00:00,2019-10-26 21:00:00,$,Card Type 102,200,0,71,129,20,15,0.01500
CSP-1,Player 11832,Female,48,10/31/2019 6:20:00 PM,10/31/2019 6:49:00 PM,29,2019-10-31 18:00:00,2019-10-31 18:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-2,Player 11832,Female,48,10/27/2019 4:44:00 PM,10/27/2019 7:40:00 PM,176,2019-10-27 16:00:00,2019-10-27 19:00:00,$,Card Type 102,100,0,50,50,20,15,0.01500
CSP-1,Player 11832,Female,48,10/19/2019 9:36:00 PM,10/19/2019 10:00:00 PM,24,2019-10-19 21:00:00,2019-10-19 22:00:00,$,Card Type 102,100,0,250,-150,20,15,0.01500
CSP-1,Player 11832,Female,48,10/19/2019 3:37:00 PM,10/19/2019 5:15:00 PM,98,2019-10-19 15:00:00,2019-10-19 17:00:00,$,Card Type 102,100,0,30,70,20,15,0.01500
CSP-1,Player 11832,Female,48,10/18/2019 11:03:00 PM,10/19/2019 12:04:00 AM,61,2019-10-18 23:00:00,2019-10-19 00:00:00,$,Card Type 102,100,0,2520,-2420,20,15,0.01500
CSP-1,Player 11832,Female,48,10/18/2019 8:22:00 PM,10/18/2019 9:20:00 PM,58,2019-10-18 20:00:00,2019-10-18 21:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-2,Player 11832,Female,48,10/13/2019 12:50:00 AM,10/13/2019 1:01:00 AM,11,2019-10-13 00:00:00,2019-10-13 01:00:00,$,Card Type 102,100,0,35,65,20,15,0.01500
CSP-2,Player 11832,Female,48,10/12/2019 8:30:00 PM,10/12/2019 10:00:00 PM,90,2019-10-12 20:00:00,2019-10-12 22:00:00,$,Card Type 102,100,0,500,-400,20,15,0.01500
CSP-1,Player 11832,Female,48,10/13/2019 3:00:00 PM,10/13/2019 4:40:00 PM,100,2019-10-13 15:00:00,2019-10-13 16:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-1,Player 11832,Female,48,10/17/2019 7:00:00 PM,10/17/2019 7:21:00 PM,21,2019-10-17 19:00:00,2019-10-17 19:00:00,$,Card Type 102,100,0,110,-10,20,15,0.01500
CSP-1,Player 11832,Female,48,10/6/2019 5:10:00 PM,10/6/2019 5:30:00 PM,20,2019-10-06 17:00:00,2019-10-06 17:00:00,$,Card Type 102,100,0,12,88,20,15,0.01500
CSP-1,Player 11832,Female,48,10/5/2019 7:45:00 PM,10/5/2019 9:30:00 PM,105,2019-10-05 19:00:00,2019-10-05 21:00:00,$,Card Type 102,100,0,0,100,20,15,0.01500
CSP-2,Player 11832,Female,48,10/3/2019 6:40:00 PM,10/3/2019 7:14:00 PM,34,2019-10-03 18:00:00,2019-10-03 19:00:00,$,Card Type 102,100,0,135,-35,20,15,0.01500
CSP-1,Player 11832,Female,48,9/16/2019 2:08:00 PM,9/16/2019 3:51:00 PM,103,2019-09-16 14:00:00,2019-09-16 15:00:00,$,Card Type 102,100,0,625,-525,20,15,0.01500
